"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts","totalpopulation"
"NEENAH WI",-88.4626236,44.18569183,16,4,4,8,25781
"NELIGH NE",-98.03055573,42.128685,1,1,0,0,1484
"NEODESHA KS",-95.68075562,37.41866684,4,1,2,1,2245
"NEOGA IL",-88.45291901,39.31969833,8,2,3,3,1602
"NEOSHO MO",-94.36846161,36.86910629,10,2,5,3,12102
"NEPHI UT",-111.8384705,39.71007538,1,0,1,0,5463
"NETTLETON MS",-88.62237549,34.08900452,2,1,1,0,1665
"NEVADA CITY CA",-121.0184174,39.26145172,19,7,2,10,3101
"NEVADA IA",-93.45307922,42.02274704,1,0,1,0,6799
"NEVADA MO",-94.3551178,37.83953476,2,1,0,1,8454
"NEW ALBANY IN",-85.80917358,38.29167938,87,26,25,36,36582
"NEW ATHENS IL",-89.87749481,38.32641602,1,0,0,1,2072
"NEW BADEN IL",-89.70088196,38.53531647,4,1,0,3,3432
"NEW BALTIMORE MI",-82.73680115,42.68103409,2,1,1,0,12212
"NEW BEDFORD MA",-70.93328857,41.63626862,46,16,13,17,94909
"NEW BERLIN WI",-88.1087265,42.97659683,2,0,1,1,39774
"NEW BERN NC",-77.04354095,35.10897827,82,21,23,38,30218
"NEW BRAUNFELS TX",-98.12486267,29.70325089,244,56,62,126,64076
"NEW BREMEN OH",-84.37955475,40.43714905,1,0,0,1,3127
"NEW BRIGHTON MN",-93.19654083,45.06001663,2,1,1,0,22080
"NEW BRIGHTON PA",-80.30953217,40.73060989,3,0,3,0,5958
"NEW BRITAIN CT",-72.77884674,41.6615181,23,5,13,5,72988
"NEW BRUNSWICK NJ",-74.45104218,40.48620987,67,21,20,26,56338
"NEW BUFFALO MI",-86.7438736,41.7938385,1,0,0,1,1893
"NEW CARLISLE OH",-84.02508545,39.93630219,3,0,0,3,5727
"NEW CARROLLTON MD",-76.8794632,38.97011185,48,18,13,17,12542
"NEW CASTLE CO",-107.5379181,39.57275009,1,0,0,1,4569
"NEW CASTLE DE",-75.56227875,39.66440964,180,48,58,74,5371
"NEW CASTLE IN",-85.36640167,39.9315567,1,1,0,0,17755
"NEW CASTLE PA",-80.34657288,41.00389481,14,2,7,5,22682
"NEW FREEDOM PA",-76.70059967,39.73806763,1,0,0,1,4542
"NEW GLARUS WI",-89.63531494,42.81429672,4,1,1,2,2128
"NEW HARMONY IN",-87.93526459,38.12969589,13,6,4,3,715
"NEW HARTFORD NY",-75.28686523,43.07355118,1,0,0,1,1813
"NEW HAVEN CT",-72.92726898,41.3084259,1747,489,547,711,130612
"NEW HAVEN IN",-85.01416779,41.07093048,1,0,0,1,15832
"NEW HOLLAND PA",-76.0844574,40.10216141,2,0,0,2,5408
"NEW HOPE MN",-93.38259125,45.02332687,2,1,0,1,20775
"NEW HOPE PA",-74.95053864,40.36468124,4,2,0,2,2519
"NEW HYDE PARK NY",-73.68697357,40.73532867,1,0,0,1,9788
"NEW IBERIA LA",-91.81869507,30.0039444,7,1,3,3,30782
"NEW KENSINGTON PA",-79.76441956,40.57001114,8,2,4,2,12874
"NEW LENOX IL",-87.9658432,41.51224899,4,1,0,3,25024
"NEW LONDON CT",-72.09841156,41.35572815,105,22,29,54,27423
"NEW LONDON MN",-94.94470978,45.30108261,16,2,6,8,1317
"NEW LONDON WI",-88.74013519,44.39267731,4,1,2,1,7129
"NEW MADRID MO",-89.52796936,36.58650589,28,5,6,17,3042
"NEW MARTINSVILLE WV",-80.85782623,39.64151764,1,1,0,0,5295
"NEW MELLE MO",-90.87984467,38.71007538,2,0,1,1,448
"NEW MILFORD NJ",-74.01824951,40.93526077,4,0,0,4,16640
"NEW ORLEANS LA",-90.07525635,29.95483589,7163,1920,2047,3196,376738
"NEW OXFORD PA",-77.05513,39.86403275,7,3,0,4,2286
"NEW PALTZ NY",-74.08605194,41.74787903,54,13,16,25,7055
"NEW PHILADELPHIA OH",-81.44538879,40.48986053,4,2,0,2,17397
"NEW PORT RICHEY FL",-82.71899414,28.24477577,48,17,14,17,15260
"NEW PROVIDENCE NJ",-74.40058136,40.69844055,1,0,1,0,12355
"NEW RICHMOND OH",-84.27954102,38.94869614,2,0,0,2,2624
"NEW RICHMOND WI",-92.53678131,45.12298965,1,0,1,0,8599
"NEW ROCHELLE NY",-73.78160858,40.91175842,64,14,18,32,79027
"NEW SMYRNA BEACH FL",-80.92392731,29.0242157,4,1,2,1,23356
"NEW ULM MN",-94.46120453,44.31236649,1,0,0,1,13287
"NEW YORK NY",-74.00528717,40.7145195,30400,8690,8320,13390,8426743
"NEWARK CA",-122.0424347,37.5296669,11,4,5,2,44207
"NEWARK DE",-75.74462128,39.68774414,525,164,171,190,32740
"NEWARK NJ",-74.17185211,40.73570633,2020,555,530,935,279793
"NEWARK NY",-77.09454346,43.04671097,11,3,4,4,8965
"NEWARK OH",-82.40110779,40.05843353,32,7,5,20,47829
"NEWAYGO MI",-85.7999115,43.41973495,1,0,0,1,1870
"NEWBERG OR",-122.9754334,45.29994202,13,6,0,7,22566
"NEWBERRY SC",-81.61828613,34.2746582,3,0,1,2,10279
"NEWBURGH IN",-87.40516663,37.94437027,21,2,4,15,3306
"NEWBURGH NY",-74.00939941,41.50367737,74,23,15,36,28495
"NEWBURYPORT MA",-70.8768692,42.81164551,37,7,8,22,17766
"NEWCASTLE OK",-97.60009766,35.24757004,1,0,0,1,8712
"NEWCASTLE WA",-122.1575165,47.53847504,108,28,29,51,10994
"NEWFANE VT",-72.65518188,42.98571396,1,1,0,0,65
"NEWMAN CA",-121.0232544,37.31364059,6,0,1,5,10667
"NEWNAN GA",-84.79645538,33.37108231,43,9,16,18,35224
"NEWPORT AR",-91.28199768,35.60486221,4,3,0,1,7782
"NEWPORT KY",-84.49560547,39.09162521,5,1,2,2,15428
"NEWPORT NEWS VA",-76.42758942,36.97909927,237,57,70,110,181323
"NEWPORT OR",-124.0554047,44.6362915,37,5,14,18,10101
"NEWPORT PA",-77.12986755,40.47818375,1,0,0,1,1450
"NEWPORT RI",-71.31213379,41.49024963,149,45,36,68,24459
"NEWPORT TN",-83.18756104,35.96707916,15,4,5,6,6874
"NEWTON IA",-93.05852509,41.69826126,6,0,2,4,15147
"NEWTON IL",-88.16280365,38.99100876,13,2,5,6,2818
"NEWTON KS",-97.3455658,38.04684067,29,5,7,17,19139
"NEWTON MA",-71.20809937,42.33743286,240,60,79,101,87675
"NEWTON NC",-81.22117615,35.67030334,15,4,6,5,12980
"NEWTON NJ",-74.7516861,41.0583992,3,1,0,2,8036
"NEWTOWN PA",-74.93606567,40.22966003,34,12,8,14,2110
"NIAGARA FALLS NY",-79.05632019,43.09456253,146,37,41,68,49435
"NICEVILLE FL",-86.50150299,30.52109146,5,1,3,1,13929
"NICHOLASVILLE KY",-84.57271576,37.88071442,6,2,2,2,28843
"NICHOLSON GA",-83.43130493,34.11414719,7,1,0,6,1587
"NICKERSON NE",-96.47119141,41.53437424,9,4,1,4,386
"NILES IL",-87.80277252,42.01877594,8,3,1,4,29955
"NILES MI",-86.25424194,41.82971573,9,2,5,2,11450
"NILES OH",-80.76469421,41.18286133,5,1,1,3,18886
"NITRO WV",-81.8515625,38.41720581,1,0,1,0,6711
"NIXA MO",-93.29502869,37.04324341,266,74,79,113,20177
"NIXON TX",-97.76517487,29.26784897,1,0,0,1,2529
"NOBLE OK",-97.39689636,35.13511658,1,0,0,1,6626
"NOBLESVILLE IN",-86.01766205,40.03728104,110,31,24,55,58013
"NOCONA TX",-97.72662354,33.78715515,40,14,13,13,2984
"NODAWAY IA",-94.89551544,40.93712997,4,1,2,1,122
"NOEL MO",-94.4858551,36.54568481,31,8,7,16,1877
"NOGALES AZ",-110.9357224,31.34046173,3,0,2,1,20601
"NOLANVILLE TX",-97.60596466,31.07933617,2,1,1,0,4533
"NOLENSVILLE TN",-86.66940308,35.95249557,8,5,1,2,6361
"NOME AK",-165.3991394,64.51126099,1,0,1,0,3773
"NORCO CA",-117.5555801,33.93997192,7,2,1,4,26966
"NORCROSS GA",-84.21324158,33.94129181,113,32,36,45,16103
"NORFOLK NE",-97.41788483,42.02838898,3,1,1,1,24393
"NORFOLK VA",-76.28334045,36.84831619,1540,461,367,712,245452
"NORMAL IL",-88.99052429,40.51409912,117,23,45,49,54488
"NORMAN OK",-97.44689178,35.22203827,458,131,122,205,117353
"NORMANDY MO",-90.29716492,38.72553635,2,0,0,2,4985
"NORMANDY TN",-86.26022339,35.45226669,4,0,2,2,79
"NORPHLET AR",-92.6633606,33.31630707,1,0,0,1,835
"NORRIS CITY IL",-88.32944489,37.98145676,1,1,0,0,1358
"NORRISTOWN PA",-75.33937836,40.12155151,6,2,1,3,34500
"NORTH ADAMS MA",-73.10797882,42.70087814,13,3,1,9,13459
"NORTH ARLINGTON NJ",-74.13215637,40.78865814,2,1,1,0,15734
"NORTH AUGUSTA SC",-81.96509552,33.5021019,77,22,24,31,22037
"NORTH BEACH MD",-76.53018188,38.70772552,1,0,0,1,2311
"NORTH BEND OH",-84.74803162,39.15279388,1,0,0,1,790
"NORTH BEND OR",-124.2263718,43.40610886,1,0,0,1,9583
"NORTH BEND WA",-121.7899017,47.49547195,156,54,43,59,6305
"NORTH BRANCH MI",-83.19683838,43.22947311,8,1,4,3,1003
"NORTH BRANCH MN",-92.98061371,45.51115799,3,1,0,2,10104
"NORTH CANTON OH",-81.40194702,40.87594223,19,3,3,13,17431
"NORTH CHARLESTON SC",-79.97457886,32.85499191,71,16,21,34,104146
"NORTH CHICAGO IL",-87.8412323,42.3254509,48,8,17,23,29925
"NORTH EAST MD",-75.94083405,39.60018539,4,0,1,3,3700
"NORTH EAST PA",-79.83345795,42.21583176,4,2,1,1,4229
"NORTH LAS VEGAS NV",-115.1192093,36.19900131,128,36,36,56,226860
"NORTH LIBERTY IA",-91.59856415,41.74905777,21,9,6,6,14972
"NORTH LIBERTY IN",-86.42704773,41.5342598,6,3,1,2,1883
"NORTH LITTLE ROCK AR",-92.26677704,34.76465988,186,38,53,95,65538
"NORTH MANCHESTER IN",-85.76879883,41.00079346,2,0,1,1,6303
"NORTH MIAMI BEACH FL",-80.16223907,25.93397713,95,32,28,35,43489
"NORTH MIAMI FL",-80.18624115,25.8908596,57,11,15,31,62042
"NORTH MUSKEGON MI",-86.26753235,43.25621414,1,0,0,1,3778
"NORTH OGDEN UT",-111.9736023,41.30478668,6,4,1,1,18006
"NORTH OLMSTED OH",-81.92334747,41.41566849,15,3,3,9,32248
"NORTH PALM BEACH FL",-80.08132935,26.81809998,1,0,0,1,12425
"NORTH PLATTE NE",-100.7660141,41.12404633,32,11,9,12,24420
"NORTH POLE AK",-147.3626251,64.7430191,10,5,2,3,2265
"NORTH PORT FL",-82.23706055,27.04372597,5,3,1,1,59555
"NORTH RICHLAND HILLS TX",-97.22973633,32.83457947,8,3,2,3,66950
"NORTH RIDGEVILLE OH",-82.04491425,41.37031937,11,3,2,6,31240
"NORTH RIVERSIDE IL",-87.82305908,41.84282684,10,4,0,6,6991
"NORTH ROYALTON OH",-81.72419739,41.31388855,3,0,2,1,30321
"NORTH SALT LAKE UT",-111.9105759,40.85150528,4,2,1,1,18046
"NORTH SYRACUSE NY",-76.12913513,43.13497543,4,0,3,1,6641
"NORTH TONAWANDA NY",-78.86399841,43.03866196,12,3,2,7,31077
"NORTH VERNON IN",-85.62359619,39.00614166,2,1,0,1,6895
"NORTH WALES PA",-75.27763367,40.21118927,2,0,0,2,3248
"NORTH WILKESBORO NC",-81.14702606,36.15879059,1,0,1,0,4250
"NORTHAMPTON MA",-72.64012146,42.32544708,178,48,56,74,28602
"NORTHAMPTON PA",-75.49620819,40.6865654,1,0,1,0,9895
"NORTHBROOK IL",-87.82922363,42.12767792,12,2,2,8,33572
"NORTHFIELD IL",-87.78101349,42.09978867,1,0,0,1,5305
"NORTHFIELD MN",-93.16210175,44.45811081,27,5,10,12,20309
"NORTHGLENN CO",-104.9886932,39.88547516,6,2,0,4,37754
"NORTHLAKE IL",-87.89591217,41.91732407,2,0,0,2,12353
"NORTHPORT AL",-87.57746124,33.22927856,13,3,6,4,24339
"NORTHPORT MI",-85.61663818,45.13160324,3,1,0,2,633
"NORTHPORT NY",-73.34220123,40.90099335,9,4,2,3,7412
"NORTHVILLE MI",-83.48340607,42.4312706,3,0,2,1,5990
"NORTHVILLE NY",-74.1713028,43.22576904,2,1,0,1,934
"NORTON SHORES MI",-86.26406097,43.16886902,1,1,0,0,23982
"NORTON VA",-82.62851715,36.93346786,1,0,1,0,4007
"NORWALK CA",-118.0839539,33.90219116,23,4,10,9,106659
"NORWALK CT",-73.40729523,41.11759949,80,23,21,36,87701
"NORWALK IA",-93.67901611,41.47555161,3,1,0,2,9671
"NORWALK OH",-82.61576843,41.24267197,16,5,1,10,16892
"NORWAY MI",-87.90382385,45.78662491,1,0,0,1,2820
"NORWICH CT",-72.07475281,41.52449036,64,16,20,28,40254
"NORWICH NY",-75.52252197,42.53137207,2,1,0,1,7032
"NORWOOD NY",-74.99372864,44.75166702,2,0,1,1,1644
"NORWOOD OH",-84.45967865,39.15586853,16,3,6,7,19316
"NOVATO CA",-122.576561,38.11727142,49,22,9,18,54133
"NOVI MI",-83.47566223,42.48064423,34,8,11,15,57577
"NUCLA CO",-108.5491257,38.26947784,2,0,0,2,525
"NYACK NY",-73.91687012,41.09091568,88,27,20,41,6769
"NYSSA OR",-116.9971619,43.87642288,1,0,1,0,3189
"O'FALLON MO",-90.69979095,38.8109436,448,129,126,193,83053
"OAK BROOK IL",-87.92926788,41.83280945,6,2,1,3,7977
"OAK CREEK WI",-87.86346436,42.88599014,24,5,11,8,34974
"OAK FOREST IL",-87.74399567,41.60294342,4,1,0,3,28134
"OAK GROVE MO",-94.12957764,39.0049324,1,0,0,1,7839
"OAK HARBOR OH",-83.14666748,41.50702667,1,0,0,1,2740
"OAK HARBOR WA",-122.6395798,48.29240036,23,5,8,10,22331
"OAK HILL FL",-80.85381317,28.8651619,1,0,0,1,1517
"OAK HILL WV",-81.13639832,37.98807907,1,0,0,1,8249
"OAK LAWN IL",-87.7545929,41.721138,25,4,10,11,56980
"OAK PARK IL",-87.78443909,41.88500595,131,31,33,67,52080
"OAK RIDGE TN",-84.26974487,36.01036072,19,5,8,6,29310
"OAKDALE CA",-120.8491745,37.76628113,7,0,3,4,21543
"OAKDALE LA",-92.66092682,30.8165493,42,10,13,19,7722
"OAKDALE MN",-92.95690155,44.98758316,3,1,0,2,27850
"OAKLAND CA",-122.2733154,37.80438614,8930,2516,2554,3860,408073
"OAKLAND PARK FL",-80.13152313,26.1731205,9,2,3,4,43347
"OAKLAND TN",-89.5151062,35.22905731,1,0,0,1,7106
"OAKLEY KS",-100.8645783,39.13345718,1,0,0,1,1914
"OBERLIN KS",-100.52948,39.81811142,1,0,0,1,1890
"OBERLIN OH",-82.21720886,41.29413223,44,13,4,27,8356
"OBLONG IL",-87.90914154,39.00207138,20,3,2,15,1472
"OCALA FL",-82.13973236,29.18780708,88,26,22,40,57209
"OCCOQUAN VA",-77.25945282,38.68394852,3,1,1,1,932
"OCEAN CITY MD",-75.08437347,38.33656311,13,3,3,7,7074
"OCEAN CITY NJ",-74.57369232,39.2779808,2,0,0,2,11470
"OCEAN RIDGE FL",-80.04788208,26.5275383,1,0,0,1,1590
"OCEAN SPRINGS MS",-88.82833862,30.41417313,9,2,3,4,17528
"OCEANPORT NJ",-74.01517487,40.31571198,1,0,0,1,5800
"OCEANSIDE CA",-117.3814011,33.19587326,501,119,165,217,173050
"OCOEE FL",-81.54336548,28.56987,14,3,7,4,39884
"OCONOMOWOC WI",-88.49947357,43.11158752,1,0,0,1,16111
"OCONTO WI",-87.86500549,44.88712311,1,0,1,0,4492
"ODEM TX",-97.58276367,27.95134926,2,1,0,1,2671
"ODESSA MO",-93.95418549,38.99940491,7,3,1,3,5222
"ODESSA TX",-102.3682938,31.84587097,78,17,21,40,111330
"ODON IN",-86.99154663,38.84281158,1,0,0,1,1477
"OGALLALA NE",-101.7200775,41.1279068,273,82,81,110,4605
"OGDEN AR",-94.04294586,33.58304214,16,4,4,8,144
"OGDEN UT",-111.9730225,41.22582626,257,61,65,131,84273
"OGDENSBURG NY",-75.48552704,44.69423294,16,3,8,5,10996
"OHATCHEE AL",-86.00268555,33.78360748,2,2,0,0,962
"OHIO IL",-89.46100616,41.55773544,15,2,2,11,424
"OIL CITY PA",-79.70584106,41.4341774,1,0,1,0,10296
"OJAI CA",-119.2175903,34.4372139,28,7,8,13,7587
"OKAWVILLE IL",-89.55079651,38.43439865,3,0,2,1,1460
"OKEECHOBEE FL",-80.82913971,27.24450302,12,3,3,6,5566
"OKEENE OK",-98.31767273,36.11601257,8,2,3,3,1014
"OKLAHOMA CITY OK",-97.51699829,35.46761322,1720,494,461,765,610672
"OKMULGEE OK",-95.96085358,35.62366486,4,1,0,3,12350
"OKOBOJI IA",-95.14891815,43.38606262,1,0,1,0,833
"OLANTA SC",-79.93212128,33.93557358,1,1,0,0,544
"OLATHE KS",-94.81970215,38.88142395,559,138,149,272,131508
"OLD MONROE MO",-90.74708557,38.93173981,1,1,0,0,243
"OLEAN NY",-78.42921448,42.07747269,35,8,12,15,14099
"OLIVE BRANCH MS",-89.82355499,34.96377563,75,29,14,32,35018
"OLIVETTE MO",-90.37620544,38.66527557,1,0,0,1,7843
"OLYMPIA FIELDS IL",-87.67446899,41.51344299,19,7,4,8,4916
"OLYMPIA WA",-122.8909378,47.04053497,841,218,254,369,48941
"OMAHA NE",-95.93825531,41.25878906,1975,526,552,897,440034
"ONALASKA WI",-91.23545074,43.88446808,2,0,1,1,18255
"ONAWAY MI",-84.22402191,45.35744095,1,0,1,0,791
"ONEONTA AL",-86.4728241,33.94834518,1,1,0,0,6633
"ONEONTA NY",-75.0631485,42.45296097,20,5,7,8,13862
"ONTARIO CA",-117.6528702,34.06340408,141,33,40,68,168218
"ONTARIO OR",-116.9652557,44.02645111,6,3,0,3,11089
"OOSTBURG WI",-87.79463959,43.62262726,3,1,1,1,2927
"OPA-LOCKA FL",-80.25005341,25.90292931,5,0,1,4,16139
"OPELIKA AL",-85.3780365,32.64568329,29,10,13,6,28544
"OPELOUSAS LA",-92.08177948,30.53403282,14,4,4,6,16638
"ORADELL NJ",-74.03572845,40.95891571,1,1,0,0,8146
"ORANGE CA",-117.8544846,33.7877388,353,98,107,148,139761
"ORANGE CITY FL",-81.29846191,28.94932175,2,2,0,0,11023
"ORANGE CITY IA",-96.05925751,43.00707626,53,12,20,21,6147
"ORANGE COVE CA",-119.3159561,36.62437439,1,0,0,1,9565
"ORANGE GROVE TX",-97.93759155,27.95745277,1,0,0,1,1422
"ORANGE PARK FL",-81.70614624,30.16655731,46,9,16,21,8545
"ORANGE TX",-93.73699951,30.09343147,36,7,14,15,18945
"ORANGE VA",-78.11038208,38.2454834,3,1,1,1,4854
"ORANGEBURG SC",-80.86129761,33.48974228,46,8,19,19,13685
"ORCHARD PARK NY",-78.74337006,42.76783371,11,1,6,4,3229
"OREGON CITY OR",-122.6096726,45.35689163,37,8,12,17,34480
"OREGON IL",-89.3323288,42.01482773,1,0,0,1,3715
"OREGON OH",-83.49133301,41.6401062,1,0,1,0,20207
"OREGON WI",-89.38459778,42.92614746,4,0,1,3,9769
"OREM UT",-111.6960449,40.29695892,44,7,9,28,91697
"ORINDA CA",-122.1821137,37.87714767,3,0,1,2,18703
"ORION IL",-90.38206482,41.35500336,1,0,0,1,2011
"ORISKANY NY",-75.33181763,43.15730667,1,1,0,0,1280
"ORLAND CA",-122.1985169,39.74710464,4,0,2,2,7488
"ORLAND PARK IL",-87.85391235,41.63027573,8,2,2,4,58273
"ORLANDO FL",-81.3789978,28.53886795,5640,1493,1558,2589,256738
"ORMOND BEACH FL",-81.05541992,29.28623772,303,80,96,127,39938
"OROFINO ID",-116.2569122,46.47922134,1,0,0,1,3088
"OROVILLE CA",-121.5581131,39.51348877,10,0,3,7,16060
"ORRICK MO",-94.12295532,39.21264267,1,0,0,1,785
"ORTING WA",-122.2069778,47.09756088,1,0,0,1,7078
"ORTONVILLE MI",-83.44315338,42.852314,6,3,2,1,1635
"OSAWATOMIE KS",-94.95084381,38.49703598,1,0,1,0,4373
"OSCEOLA AR",-89.96954346,35.70536041,6,2,1,3,7424
"OSCEOLA IA",-93.76622009,41.03388596,2,0,2,0,4985
"OSCEOLA MILLS PA",-78.27013397,40.85004807,4,0,2,2,1135
"OSCEOLA WI",-92.70531464,45.32062531,1,0,0,1,2524
"OSHKOSH WI",-88.54268646,44.02453613,86,26,24,36,66582
"OSKALOOSA IA",-92.64469147,41.29632568,6,3,1,2,11558
"OSSINING NY",-73.86093903,41.16327286,46,21,11,14,25311
"OSWEGO IL",-88.3513031,41.68288422,23,6,8,9,32468
"OSWEGO NY",-76.50988007,43.45563889,40,5,16,19,17988
"OTHELLO WA",-119.1771622,46.82546616,2,1,0,1,7624
"OTTAWA IL",-88.8425827,41.34545898,3,2,0,1,18565
"OTTAWA KS",-95.26805878,38.61549759,11,4,4,3,12487
"OTTAWA OH",-84.04722595,41.01917267,6,2,2,2,4424
"OTTUMWA IA",-92.41059113,41.01459122,57,12,17,28,24758
"OURAY CO",-107.67276,38.02296448,1,0,0,1,853
"OVERLAND MO",-90.36277008,38.70130157,24,9,8,7,16011
"OVERLAND PARK KS",-94.67124939,38.98216248,459,119,125,215,181464
"OVIEDO FL",-81.20778656,28.67054749,41,12,15,14,36617
"OWASSO OK",-95.85546875,36.26954651,20,4,7,9,32650
"OWATONNA MN",-93.22633362,44.08358383,81,26,17,38,25552
"OWEGO NY",-76.26147461,42.1034317,1,0,0,1,3807
"OWENSBORO KY",-87.11345673,37.77421188,86,19,27,40,58350
"OWENSVILLE MO",-91.50177765,38.34587479,7,3,2,2,2648
"OWINGSVILLE KY",-83.76404572,38.14480591,21,5,3,13,1776
"OWOSSO MI",-84.17687988,42.99795914,5,0,1,4,14826
"OXFORD AL",-85.83503723,33.6145134,15,2,3,10,21243
"OXFORD IN",-87.24803925,40.51984024,1,0,0,1,1171
"OXFORD MI",-83.26428986,42.82481766,21,3,7,11,3495
"OXFORD MS",-89.52319336,34.37203979,413,117,111,185,20769
"OXFORD NC",-78.59002686,36.31116486,5,0,3,2,8650
"OXFORD OH",-84.74536133,39.50694275,35,9,10,16,21762
"OXFORD PA",-75.97814178,39.78580856,5,1,3,1,5163
"OXNARD CA",-119.1790085,34.19766998,198,51,48,99,203495
"OZARK AL",-85.64024353,31.45944405,1,0,0,1,14786
"OZARK MO",-93.20661163,37.02112198,40,12,11,17,18608
"PACIFIC GROVE CA",-121.9299164,36.62815475,4,2,1,1,15505
"PACIFIC MO",-90.74199677,38.48199081,6,2,0,4,6305
"PACIFIC WA",-122.2527084,47.26421356,2,1,0,1,6954
"PACIFICA CA",-122.4893951,37.61383438,48,13,12,23,38665
"PADUCAH KY",-88.60009766,37.08333206,186,40,53,93,25001
"PAGE AZ",-111.4749603,36.90849304,1,0,0,1,7429
"PAGEDALE MO",-90.30786133,38.68356323,2,1,0,1,3309
"PAGELAND SC",-80.39112091,34.77358246,4,2,1,1,2745
"PAHOKEE FL",-80.66488647,26.82079887,5,2,1,2,6003
"PAINESVILLE OH",-81.24531555,41.72451782,1,0,0,1,19694
"PAINTED POST NY",-77.09351349,42.16218185,3,0,0,3,1689
"PAINTSVILLE KY",-82.80673218,37.8147049,3,2,1,0,4251
"PALACIOS TX",-96.21818542,28.7086792,7,2,3,2,4659
"PALATINE IL",-88.03440857,42.11017609,13,4,3,6,69188
"PALATKA FL",-81.63694763,29.6489048,4,2,1,1,10414
"PALESTINE TX",-95.6313324,31.76263046,20,5,5,10,18488
"PALISADES PARK NJ",-73.9969635,40.84852982,53,19,15,19,20364
"PALM BAY FL",-80.58313751,28.03806496,65,16,14,35,105212
"PALM BEACH FL",-80.03616333,26.70643616,227,50,68,109,8418
"PALM BEACH GARDENS FL",-80.07454681,26.8109169,36,4,13,19,50977
"PALM DESERT CA",-116.3907166,33.72164154,106,22,26,58,50565
"PALM SPRINGS CA",-116.5467758,33.83036423,544,152,158,234,46305
"PALM SPRINGS FL",-80.09664154,26.63662338,11,1,5,5,21832
"PALMDALE CA",-118.118454,34.57925034,150,37,37,76,156672
"PALMER AK",-149.1138458,61.59459305,21,4,7,10,6449
"PALMER TX",-96.66825104,32.43172073,1,0,0,1,2302
"PALMETTO FL",-82.57216644,27.52223396,5,1,2,2,12973
"PALMYRA MO",-91.53061676,39.80343628,4,3,1,0,3622
"PALMYRA NJ",-75.02716827,40.00719452,1,0,0,1,7356
"PALMYRA PA",-76.59290314,40.30906677,5,0,1,4,7432
"PALO ALTO CA",-122.1449661,37.44177628,368,98,115,155,66478
"PALOS HEIGHTS IL",-87.79647827,41.66812134,3,2,0,1,12566
"PALOS HILLS IL",-87.81729889,41.6969986,2,1,0,1,17596
"PAMPA TX",-100.96035,35.53606796,1,0,0,1,18216
"PANAMA CITY BEACH FL",-85.80211639,30.1792717,133,38,43,52,12092
"PANAMA CITY FL",-85.65970612,30.16412926,190,43,68,79,36917
"PANORA IA",-94.36328125,41.69157791,1,1,0,0,1117
"PAONIA CO",-107.5928116,38.86806107,2,0,0,2,1255
"PAPILLION NE",-96.04257202,41.15442276,20,4,7,9,19463
"PARADISE CA",-121.6395493,39.74609756,11,3,3,5,26289
"PARADISE TX",-97.68798065,33.15030289,1,1,0,0,415
"PARADISE VALLEY AZ",-111.9442825,33.53105164,6,3,2,1,13477
"PARAGOULD AR",-90.5002594,36.05854034,23,9,7,7,27228
"PARAMOUNT CA",-118.161644,33.88947678,33,5,9,19,55023
"PARAMUS NJ",-74.0747757,40.9445343,2,1,1,0,26760
"PARCHMENT MI",-85.57003021,42.32801056,1,1,0,0,2016
"PARDEEVILLE WI",-89.30020142,43.53787613,1,1,0,0,2196
"PARIS IL",-87.69623566,39.61117172,80,18,28,34,8517
"PARIS KY",-84.25283051,38.21011353,20,4,5,11,9831
"PARIS TN",-88.3266983,36.30187225,19,3,7,9,10166
"PARIS TX",-95.55589294,33.66113663,64,17,25,22,24903
"PARK CITY IL",-87.88415527,42.34825897,10,1,5,4,7432
"PARK CITY KY",-86.04628754,37.09415436,1,1,0,0,475
"PARK CITY UT",-111.5018539,40.65143204,587,165,180,242,7963
"PARK FOREST IL",-87.67442322,41.49164963,1,0,0,1,21928
"PARK RAPIDS MN",-95.05949402,46.92217636,1,0,0,1,3907
"PARK RIDGE IL",-87.84063721,42.01109314,2,0,1,1,37608
"PARKER CITY IN",-85.20401764,40.18889618,1,0,1,0,1411
"PARKER CO",-104.7624359,39.51849365,93,33,19,41,47342
"PARKERSBURG WV",-81.54850006,39.28261948,43,12,15,16,31133
"PARKS LA",-91.8321991,30.21488571,1,0,1,0,668
"PARKVILLE MO",-94.68252563,39.19501114,18,6,4,8,5946
"PARLIER CA",-119.5286789,36.61136627,11,3,3,5,14870
"PARMA HEIGHTS OH",-81.75946808,41.39034271,3,1,0,2,20409
"PARMA MI",-84.59953308,42.258358,1,0,0,1,870
"PARMA OH",-81.72257996,41.40510178,56,15,13,28,80380
"PARSONS KS",-95.2614975,37.34062195,17,4,4,9,10223
"PARSONS WV",-79.68100739,39.09702682,6,0,1,5,1526
"PASADENA CA",-118.1466675,34.14794922,1088,312,321,455,139899
"PASADENA TX",-95.20979309,29.69150162,56,11,16,29,153036
"PASCAGOULA MS",-88.55257416,30.36789703,32,13,9,10,22230
"PASCO WA",-119.1023636,46.2282753,32,5,7,20,67391
"PASS CHRISTIAN MS",-89.24402618,30.32174683,4,0,2,2,5130
"PASSAIC NJ",-74.12754822,40.8571434,20,5,7,8,70618
"PATASKALA OH",-82.67435455,39.99578094,4,1,1,2,15120
"PATCHOGUE NY",-73.01426697,40.76568985,7,2,3,2,12173
