"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts"
"BEVERLY MA",-70.87913513,42.55848312,22,7,3,12
"BEXLEY OH",-82.93772888,39.96929932,9,4,2,3
"BICKNELL IN",-87.30805969,38.77451324,1,0,0,1
"BIDDEFORD ME",-70.45225525,43.49275208,4,0,2,2
"BIG BEAR LAKE CA",-116.91362,34.24382782,2,1,1,0
"BIG LAKE MN",-93.7464447,45.33234787,1,0,0,1
"BIG RAPIDS MI",-85.48376465,43.69808578,20,4,8,8
"BIG SANDY MT",-110.1191177,48.17901993,3,0,2,1
"BIG SANDY TX",-95.10948181,32.58401871,9,2,6,1
"BIG SPRING TX",-101.4811173,32.25181198,41,11,16,14
"BIG STONE GAP VA",-82.74668884,36.88179398,13,3,7,3
"BIGFORK MN",-93.65458679,47.74435425,3,3,0,0
"BIGGS CA",-121.7154388,39.41196823,2,0,1,1
"BILLERICA MA",-71.26820374,42.55883408,4,1,1,2
"BILLINGS MT",-108.504631,45.7833786,82,23,23,36
"BILOXI MS",-88.89369202,30.40021133,83,15,30,38
"BINGHAMTON NY",-75.91755676,42.0986557,241,55,85,101
"BIRDSBORO PA",-75.80335236,40.26465225,17,4,8,5
"BIRMINGHAM AL",-86.80226898,33.52098846,2747,737,755,1255
"BIRMINGHAM MI",-83.21121216,42.54697418,109,27,29,53
"BISBEE AZ",-109.9298477,31.44821548,272,85,81,106
"BISCAYNE PARK FL",-80.18003845,25.88322449,1,1,0,0
"BISHOP CA",-118.3968735,37.36342239,1,1,0,0
"BISHOPVILLE SC",-80.24495697,34.21529007,4,0,0,4
"BISMARCK ND",-100.7789612,46.80673981,48,12,12,24
"BIXBY OK",-95.88382721,35.94215775,76,15,23,38
"BLACK JACK MO",-90.26735687,38.79346085,3,0,0,3
"BLACK MOUNTAIN NC",-82.32103729,35.61796188,54,16,17,21
"BLACKFOOT ID",-112.3463059,43.1905098,23,7,5,11
"BLACKSBURG SC",-81.51545715,35.12131882,1,0,1,0
"BLACKSBURG VA",-80.41369629,37.22999573,394,102,116,176
"BLACKSTONE VA",-77.99647522,37.08090591,7,2,0,5
"BLACKVILLE SC",-81.27037048,33.35803604,4,3,0,1
"BLADENSBURG MD",-76.9335556,38.93954849,12,3,4,5
"BLAINE MN",-93.23551178,45.171978,7,0,2,5
"BLAINE WA",-122.7500839,48.99335098,5,1,3,1
"BLAIR NE",-96.12560272,41.544384,4,0,2,2
"BLAIRSVILLE GA",-83.95786285,34.87645721,1,0,0,1
"BLANCHESTER OH",-83.98893738,39.29340363,1,1,0,0
"BLAND MO",-91.63315582,38.30200195,5,1,3,1
"BLANKET TX",-98.78768921,31.82418633,1,0,0,1
"BLISSFIELD MI",-83.86232758,41.83250046,1,0,0,1
"BLOOMFIELD HILLS MI",-83.24560547,42.58376312,17,4,6,7
"BLOOMFIELD NJ",-74.18488312,40.8069458,13,5,6,2
"BLOOMINGBURG OH",-83.39527893,39.60507202,2,0,0,2
"BLOOMINGDALE IL",-88.08078766,41.95762634,3,0,1,2
"BLOOMINGDALE NJ",-74.32588959,41.002285,1,0,1,0
"BLOOMINGTON IL",-88.99375916,40.48418045,112,28,32,52
"BLOOMINGTON IN",-86.53382874,39.16920471,754,219,213,322
"BLOOMINGTON MN",-93.29154205,44.82648849,47,10,20,17
"BLOOMSBURG PA",-76.45426178,41.00380325,13,4,3,6
"BLOOMSDALE MO",-90.21808624,38.00960922,1,1,0,0
"BLOSSBURG PA",-77.06325531,41.67986679,2,0,0,2
"BLOWING ROCK NC",-81.67708588,36.13526535,1,0,1,0
"BLUE ASH OH",-84.37797546,39.23192215,1,1,0,0
"BLUE EARTH MN",-94.1026535,43.63752365,6,3,0,3
"BLUE HILL ME",-68.588974,44.43393707,1,0,0,1
"BLUE HILL NE",-98.4491806,40.3325882,3,1,2,0
"BLUE ISLAND IL",-87.67993927,41.657444,12,2,3,7
"BLUE RIDGE GA",-84.32199097,34.86791229,3,2,0,1
"BLUE RIDGE TX",-96.40189362,33.2983017,1,0,0,1
"BLUE SPRINGS MO",-94.2820816,39.01689148,79,22,25,32
"BLUEFIELD VA",-81.27105713,37.25265121,2,0,1,1
"BLUEFIELD WV",-81.21854401,37.27106094,4,0,2,2
"BLUFF CITY TN",-82.26051331,36.47451019,22,4,9,9
"BLUFFTON GA",-84.86750031,31.5231266,9,4,1,4
"BLUFFTON IN",-85.17154694,40.73873138,4,0,1,3
"BLUFFTON OH",-83.88886261,40.89531326,1,1,0,0
"BLUFFTON SC",-80.86026001,32.23733902,12,2,4,6
"BLYTHEVILLE AR",-89.91928101,35.92730713,4,1,2,1
"BLYTHEWOOD SC",-80.97387695,34.21453476,5,2,0,3
"BOARDMAN OH",-80.66256714,41.02441788,20,2,7,11
"BOAZ AL",-86.16611481,34.20103073,4,2,1,1
"BOCA RATON FL",-80.08280182,26.35960197,332,86,92,154
"BOERNE TX",-98.73278046,29.79491997,2,1,0,1
"BOGALUSA LA",-89.84885406,30.79155159,1,1,0,0
"BOILING SPRINGS NC",-81.66678619,35.25450516,15,4,3,8
"BOLINGBROOK IL",-88.06878662,41.69866562,254,70,95,89
"BOLIVAR MO",-93.41101074,37.61450195,4,0,2,2
"BOMBAY NY",-74.5668869,44.93919373,1,1,0,0
"BONHAM TX",-96.17896271,33.57743454,11,1,4,6
"BONIFAY FL",-85.67938995,30.79223824,4,1,0,3
"BONITA SPRINGS FL",-81.77822876,26.34039497,22,4,3,15
"BONNE TERRE MO",-90.55574036,37.92339325,5,1,3,1
"BONNER SPRINGS KS",-94.88421631,39.05975342,2,1,1,0
"BONNERS FERRY ID",-116.3183136,48.69117737,1,1,0,0
"BONNEY LAKE WA",-122.1883698,47.17679596,32,11,10,11
"BOOKER TX",-100.5383911,36.4532814,2,1,1,0
"BOONE CO",-104.2575378,38.24863815,3,2,1,0
"BOONE IA",-93.88450623,42.06530762,8,2,2,4
"BOONE NC",-81.67436218,36.21696472,120,39,33,48
"BOONES MILL VA",-79.9546051,37.11700821,14,4,5,5
"BOONEVILLE AR",-93.92186737,35.14023209,1,0,1,0
"BOONTON NJ",-74.4063797,40.90301514,8,0,4,4
"BOONVILLE MO",-92.74378967,38.97373962,8,3,2,3
"BOONVILLE NC",-80.70774841,36.23297882,2,0,1,1
"BOOTHBAY HARBOR ME",-69.62703705,43.85256958,2,0,1,1
"BORDENTOWN NJ",-74.7159729,40.15003586,43,16,13,14
"BOSCAWEN NH",-71.62001801,43.31507111,1,0,1,0
"BOSCOBEL WI",-90.70555115,43.13436127,2,1,0,1
"BOSSIER CITY LA",-93.73249817,32.51643753,55,14,18,23
"BOSTON MA",-71.05905151,42.35883713,15281,4274,4197,6810
"BOTHELL WA",-122.2075424,47.75966263,101,23,28,50
"BOULDER CO",-105.2715302,40.01483917,1366,393,388,585
"BOUND BROOK NJ",-74.53753662,40.5687561,8,1,3,4
"BOUNTIFUL UT",-111.8825684,40.88913345,13,4,4,5
"BOWBELLS ND",-102.2465668,48.80357361,1,0,0,1
"BOWIE MD",-76.77848816,39.00718689,447,129,134,184
"BOWLING GREEN KY",-86.4437027,36.99057388,218,61,69,88
"BOWLING GREEN OH",-83.65102386,41.37505341,129,36,39,54
"BOWMAN SC",-80.68243408,33.34929657,5,1,0,4
"BOXFORD MA",-70.99541473,42.66123581,11,2,2,7
"BOYD TX",-97.56573486,33.0790329,1,1,0,0
"BOYERTOWN PA",-75.63640594,40.33397675,2,1,0,1
"BOYNTON BEACH FL",-80.066185,26.52592087,112,33,25,54
"BOYS TOWN NE",-96.13262177,41.26118088,8,2,2,4
"BOZEMAN MT",-111.0471649,45.6803093,236,60,73,103
"BRADDOCK PA",-79.86782837,40.4034462,3,0,1,2
"BRADENTON FL",-82.57459259,27.49969101,109,32,27,50
"BRADFORD PA",-78.64337921,41.95611572,4,2,2,0
"BRADLEY BEACH NJ",-74.01112366,40.20234299,1,0,0,1
"BRADLEY IL",-87.86099243,41.14196014,12,2,6,4
"BRAINERD MN",-94.20135498,46.35787582,4,1,1,2
"BRANCHVILLE SC",-80.81507111,33.25175858,3,2,0,1
"BRANDON MS",-89.98616028,32.27327728,62,18,17,27
"BRANDON SD",-96.58744049,43.58988571,5,2,3,0
"BRANFORD FL",-82.92802429,29.95959473,2,1,0,1
"BRANSON MO",-93.21912384,36.64381409,47,14,12,21
"BRANTLEY AL",-86.25697327,31.5824852,3,0,0,3
"BRATTLEBORO VT",-72.55673981,42.85120392,6,1,3,2
"BRAWLEY CA",-115.5312119,32.97854614,4,0,3,1
"BRAZIL IN",-87.12501526,39.52391434,2,0,0,2
"BRAZORIA TX",-95.56978607,29.04499435,10,5,0,5
"BREA CA",-117.9015732,33.91663361,15,4,1,10
"BREAUX BRIDGE LA",-91.89958954,30.27367973,4,0,1,3
"BRECKENRIDGE CO",-106.0398636,39.48156357,9,1,4,4
"BRECKSVILLE OH",-81.62625122,41.32006836,8,4,3,1
"BREESE IL",-89.52734375,38.61071396,10,4,4,2
"BREMEN GA",-85.1452179,33.72130585,3,2,0,1
"BREMEN IN",-86.14834595,41.44665146,1,0,0,1
"BREMERTON WA",-122.6345291,47.56690598,73,14,24,35
"BRENHAM TX",-96.39807129,30.16748047,9,3,1,5
"BRENT AL",-87.16462708,32.9375,1,1,0,0
"BRENTWOOD CA",-121.6984329,37.93167496,40,11,10,19
"BRENTWOOD MO",-90.34931183,38.61766052,7,3,0,4
"BRENTWOOD PA",-79.97418213,40.37056351,1,0,0,1
"BRENTWOOD TN",-86.78275299,36.03345108,24,8,8,8
"BREVARD NC",-82.73400116,35.23363113,72,16,30,26
"BREWER ME",-68.75276184,44.79284286,4,1,1,2
"BREWSTER OH",-81.5980072,40.70691681,15,2,7,6
"BREWSTER WA",-119.7827835,48.09584427,6,0,3,3
"BREWTON AL",-87.07205963,31.10564423,81,21,25,35
"BRIARCLIFF MANOR NY",-73.82289886,41.14598846,2,0,1,1
"BRIDGE CITY TX",-93.84603882,30.02119064,1,0,0,1
"BRIDGEPORT CT",-73.2040863,41.16743088,162,42,44,76
"BRIDGEPORT TX",-97.75536346,33.21035767,7,1,3,3
"BRIDGETON MO",-90.41161346,38.76696396,12,4,3,5
"BRIDGETON NJ",-75.23321533,39.42769623,37,13,10,14
"BRIDGEVILLE PA",-80.1095047,40.35649872,2,0,1,1
"BRIDGEWATER MA",-70.97428894,41.99058914,2,0,0,2
"BRIGHAM CITY UT",-112.0170517,41.50990677,4,2,1,1
"BRIGHTON CO",-104.8175278,39.97783661,7,1,2,4
"BRIGHTON IL",-90.14067841,39.03963089,22,7,3,12
"BRIGHTON MI",-83.78043365,42.52965546,12,4,4,4
"BRIGHTON NY",-77.57167816,43.12691116,6,0,3,3
"BRIGHTON TN",-89.72525787,35.48423386,1,0,0,1
"BRINKLEY AR",-91.19507599,34.8880043,1,1,0,0
"BRINSON GA",-84.73757935,30.9772625,1,0,0,1
"BRISBANE CA",-122.402504,37.68077469,5,1,1,3
"BRISTOL CT",-72.94853973,41.67193222,188,70,53,65
"BRISTOL PA",-74.85106659,40.10090637,5,1,1,3
"BRISTOL RI",-71.26984406,41.67538452,11,2,1,8
"BRISTOL TN",-82.17338562,36.58886719,158,34,38,86
"BRISTOL VA",-82.18840027,36.59663391,22,7,6,9
"BRISTOL VT",-73.07827759,44.133358,1,0,0,1
"BRISTOW OK",-96.39189148,35.83086395,1,1,0,0
"BROADVIEW HEIGHTS OH",-81.68503571,41.31410217,27,7,9,11
"BROADVIEW IL",-87.85337067,41.86410522,11,2,7,2
"BROADWAY VA",-78.7984314,38.61343002,2,0,0,2
"BROCK NE",-95.9602356,40.47987747,6,0,3,3
"BROCKPORT NY",-77.93889618,43.213871,60,22,13,25
"BROCKTON MA",-71.01748657,42.08340454,86,16,24,46
"BRODHEAD WI",-89.37636566,42.61840057,1,0,1,0
"BROKEN ARROW OK",-95.79160309,36.05273056,117,40,31,46
"BRONSON MI",-85.19442749,41.87239456,1,1,0,0
"BRONXVILLE NY",-73.83145905,40.93828583,16,5,3,8
"BROOK PARK OH",-81.80407715,41.39829636,1,0,0,1
"BROOKFIELD IL",-87.85184479,41.82412338,66,22,13,31
"BROOKFIELD WI",-88.10640717,43.06070328,12,4,3,5
"BROOKHAVEN MS",-90.44090271,31.57933807,3,0,3,0
"BROOKHAVEN PA",-75.38172913,39.8696785,2,0,0,2
"BROOKINGS OR",-124.2865219,42.05229187,30,11,13,6
"BROOKINGS SD",-96.79450989,44.3097229,35,11,9,15
"BROOKLINE MA",-71.12002563,42.33176804,54,17,14,23
"BROOKLYN CENTER MN",-93.28692627,45.07069016,2,1,0,1
"BROOKLYN MI",-84.24793243,42.10597992,1,0,0,1
"BROOKLYN OH",-81.73506165,41.43965912,2,1,1,0
"BROOKLYN PARK MN",-93.35662079,45.09407043,43,13,12,18
"BROOKNEAL VA",-78.94335937,37.05040741,4,2,2,0
"BROOKSIDE VILLAGE TX",-95.32555389,29.58737183,17,2,6,9
"BROOKSVILLE FL",-82.38734436,28.55600739,31,5,10,16
"BROOMFIELD CO",-105.0877686,39.92069244,109,24,40,45
"BROUSSARD LA",-91.96131134,30.14761353,3,0,0,3
"BROWN DEER WI",-87.96490479,43.16327667,8,1,2,5
"BROWNFIELD TX",-102.2751923,33.18150711,9,3,0,6
"BROWNSTOWN IN",-86.04185486,38.87921143,5,1,0,4
"BROWNSVILLE OR",-122.9877396,44.39308929,4,2,2,0
"BROWNSVILLE PA",-79.88352966,40.02396393,5,1,3,1
"BROWNSVILLE TN",-89.27153778,35.59300232,3,1,0,2
"BROWNSVILLE TX",-97.4977951,25.90228081,63,14,16,33
"BROWNWOOD TX",-98.99180603,31.70943642,4,1,2,1
"BRUNSWICK GA",-81.49102783,31.1502285,33,12,7,14
"BRUNSWICK ME",-69.96412659,43.91474533,15,2,9,4
"BRUNSWICK OH",-81.84169769,41.23830795,44,12,13,19
"BRUSH CO",-103.6244965,40.25937271,2,1,1,0
"BRYAN OH",-84.54946899,41.47367859,4,0,1,3
"BRYAN TX",-96.3704071,30.67456818,83,39,20,24
"BRYANT AR",-92.48953247,34.59588242,21,2,8,11
"BUCHANAN GA",-85.18835449,33.80280685,1,0,0,1
"BUCHANAN MI",-86.3614502,41.82715225,13,4,1,8
"BUCKEYE AZ",-112.5852661,33.37036896,37,9,14,14
"BUCKHANNON WV",-80.22968292,38.99204254,21,2,8,11
"BUCKINGHAM PA",-75.05937195,40.32373428,1,0,1,0
"BUCKLEY WA",-122.0293274,47.16257095,3,1,0,2
"BUCYRUS OH",-82.97511292,40.80856323,6,0,2,4
"BUDA TX",-97.84067535,30.08543968,25,4,8,13
"BUENA PARK CA",-117.999939,33.86748123,26,6,10,10
"BUENA VISTA CO",-106.1334534,38.84151459,31,11,6,14
"BUENA VISTA GA",-84.51670074,32.31921768,1,0,0,1
"BUFFALO GAP TX",-99.82436371,32.2901001,3,0,1,2
"BUFFALO GROVE IL",-87.95986176,42.15155411,1,1,0,0
"BUFFALO MN",-93.87721252,45.17856216,4,0,1,3
"BUFFALO NY",-78.87787628,42.8867836,2941,789,859,1293
"BUFFALO WY",-106.6996536,44.3480072,1,0,1,0
"BUFORD GA",-84.00788879,34.11735535,23,6,6,11
"BUHLER KS",-97.7707901,38.13441849,2,0,2,0
"BULLHEAD CITY AZ",-114.5695648,35.1478157,9,1,3,5
"BUNCETON MO",-92.79986572,38.78822708,1,0,0,1
"BUNKER HILL IL",-89.95170593,39.04272842,3,0,1,2
"BUNKIE LA",-92.18289185,30.95348549,2,1,0,1
"BURBANK CA",-118.3104782,34.18065262,438,130,97,211
"BURGAW NC",-77.92559814,34.55234146,1,1,0,0
"BURGETTSTOWN PA",-80.39241791,40.38209915,1,0,0,1
"BURIEN WA",-122.3500137,47.47027206,16,6,2,8
"BURLESON TX",-97.32151794,32.54247665,8,2,4,2
"BURLINGAME CA",-122.3685074,37.58408737,23,7,9,7
"BURLINGTON CO",-102.2693558,39.30016708,1,0,0,1
"BURLINGTON IA",-91.11296082,40.80773544,8,3,1,4
"BURLINGTON MA",-71.19434357,42.50506973,11,7,1,3
"BURLINGTON NC",-79.43729401,36.09585953,12,4,3,5
"BURLINGTON NJ",-74.86417389,40.07125092,26,6,4,16
"BURLINGTON VT",-73.20542908,44.47687531,673,233,164,276
"BURLINGTON WA",-122.3279495,48.47541428,2,0,2,0
"BURLINGTON WI",-88.27623749,42.67818832,5,2,2,1
"BURNET TX",-98.22889709,30.75881004,4,1,2,1
"BURNHAM IL",-87.55692291,41.63884354,1,0,1,0
"BURNS OR",-119.056221,43.58610153,2,2,0,0
"BURNS TN",-87.3127594,36.05329132,1,1,0,0
"BURNSVILLE MN",-93.27822113,44.76760483,31,6,4,21
"BURNSVILLE NC",-82.30067444,35.91744614,23,9,8,6
"BURTON MI",-83.59590912,43.02775955,8,3,3,2
"BUSHNELL FL",-82.11235809,28.66544533,4,1,1,2
"BUSHNELL IL",-90.50644684,40.55287933,1,0,0,1
"BUTLER IN",-84.8711853,41.42999649,1,0,0,1
"BUTLER PA",-79.89468384,40.86117172,42,7,17,18
"BYESVILLE OH",-81.53645325,39.97002411,1,0,0,1
"BYRAM MS",-90.25419617,32.18321609,5,2,0,3
"BYRON GA",-83.75946808,32.65393066,1,1,0,0
"BYRON WY",-108.5082169,44.79620361,20,4,6,10
"CABLE WI",-91.2926712,46.20778275,1,1,0,0
"CABOT AR",-92.01670837,34.9747467,4,1,2,1
"CACHE OK",-98.62905884,34.62960434,2,1,0,1
"CADDO MILLS TX",-96.22838593,33.0659256,1,0,0,1
"CADILLAC MI",-85.401474,44.25179291,3,0,2,1
"CADIZ KY",-87.83547211,36.86511612,1,1,0,0
"CAHOKIA IL",-90.19016266,38.57118225,30,7,8,15
"CAIRO GA",-84.20102692,30.87791824,91,27,18,46
"CAIRO IL",-89.1803894,37.00523758,1,1,0,0
"CALABASAS CA",-118.6473236,34.1558876,68,17,15,36
"CALDWELL ID",-116.6891098,43.66285324,11,4,4,3
"CALDWELL KS",-97.60746002,37.03227997,1,0,0,1
"CALDWELL NJ",-74.27587128,40.83979797,4,2,1,1
"CALDWELL OH",-81.51609039,39.7481575,4,0,2,2
"CALDWELL TX",-96.69367218,30.53148842,3,0,2,1
"CALEDONIA MI",-85.51702118,42.78935623,8,2,1,5
"CALEDONIA NY",-77.85209656,42.97341919,3,1,2,0
"CALEDONIA WI",-87.92467499,42.80763245,1,1,0,0
"CALERA AL",-86.75354004,33.10300064,80,19,25,36
"CALEXICO CA",-115.500412,32.67900085,1,1,0,0
"CALHOUN GA",-84.95102692,34.50297165,10,3,5,2
"CALIFORNIA MO",-92.56713104,38.62768555,9,2,1,6
"CALIFORNIA PA",-79.89154053,40.06599426,21,5,5,11
"CALIMESA CA",-117.0634689,34.00385666,10,6,2,2
"CALLAHAN FL",-81.83045959,30.56256294,13,6,2,5
"CALUMET CITY IL",-87.5293045,41.61571884,9,2,4,3
"CALUMET MI",-88.45446777,47.24640274,6,2,2,2
"CAMARILLO CA",-119.0400391,34.21628952,353,102,100,151
"CAMAS WA",-122.4054489,45.58965683,19,3,9,7
"CAMBRIDGE MA",-71.10369873,42.36532593,1705,524,489,692
"CAMBRIDGE MD",-76.07826996,38.56329346,2,0,1,1
"CAMBRIDGE MN",-93.22480774,45.5726738,1,0,1,0
"CAMBRIDGE OH",-81.58615875,40.02525711,155,56,41,58
"CAMBRIDGE SPRINGS PA",-80.05628204,41.80366135,5,3,0,2
"CAMBRIDGE WI",-89.01670074,43.00352097,2,1,0,1
"CAMDEN AR",-92.83481598,33.58491898,21,4,8,9
"CAMDEN ME",-69.06347656,44.20983505,1,0,1,0
"CAMDEN NJ",-75.118927,39.92608261,222,60,61,101
"CAMDEN SC",-80.60647583,34.24704742,7,1,1,5
"CAMDEN TN",-88.09780121,36.05930328,5,0,3,2
"CAMDENTON MO",-92.74469757,38.00836182,7,1,0,6
"CAMERON NC",-79.25471497,35.32713318,1,0,1,0
"CAMERON SC",-80.71407318,33.5581665,14,4,2,8
"CAMILLA GA",-84.21003723,31.23182297,2,0,0,2
"CAMP HILL PA",-76.9335022,40.24120331,10,5,2,3
"CAMPBELL CA",-121.951973,37.287117,63,13,17,33
"CAMPBELL MO",-90.07504272,36.49356079,4,3,0,1
"CAMPBELLSVILLE KY",-85.34185791,37.34331131,7,1,2,4
"CANAL FULTON OH",-81.59751129,40.88972473,1,0,0,1
"CANAL WINCHESTER OH",-82.80456543,39.84274673,13,3,4,6
"CANANDAIGUA NY",-77.28107452,42.88830948,50,14,17,19
"CANASTOTA NY",-75.75039673,43.07939529,5,0,0,5
"CANBY OR",-122.6948166,45.26276779,5,0,3,2
"CANEY KS",-95.93595123,37.01166534,1,0,1,0
"CANNON FALLS MN",-92.90566254,44.50691605,6,2,3,1
"CANONSBURG PA",-80.1868515,40.26278687,5,1,2,2
"CANTON GA",-84.48571014,34.23356628,30,10,8,12
"CANTON IL",-90.03516388,40.55800247,13,5,2,6
"CANTON MA",-71.14385986,42.15875626,2,0,1,1
"CANTON MS",-90.03672028,32.61313248,9,2,2,5
"CANTON NC",-82.83691406,35.53314209,8,3,3,2
"CANTON NY",-75.16870117,44.59575272,32,10,9,13
"CANTON OH",-81.37824249,40.79906845,244,61,84,99
"CANTON TX",-95.86379242,32.55702591,5,0,3,2
"CANYON TX",-101.9192429,34.98051834,12,4,3,5
"CAPE CANAVERAL FL",-80.60503387,28.4044838,18,4,9,5
"CAPE CORAL FL",-81.9491806,26.56343079,78,18,18,42
"CAPE ELIZABETH ME",-70.20044708,43.56402206,3,1,2,0
"CAPE GIRARDEAU MO",-89.51838684,37.30613327,439,133,118,188
"CAPE MAY NJ",-74.90522766,38.93513107,23,9,4,10
"CAPITAN NM",-105.5767288,33.58862686,2,0,0,2
"CAPITOL HEIGHTS MD",-76.91506195,38.88552475,79,19,24,36
"CARBONDALE CO",-107.2127838,39.4022522,3,0,2,1
"CARBONDALE IL",-89.2168808,37.7274704,254,72,66,116
"CARBONDALE KS",-95.68982697,38.81850815,2,1,0,1
"CARBONDALE PA",-75.50098419,41.57386398,1,1,0,0
"CARDINGTON OH",-82.89324188,40.5008812,3,1,0,2
"CARENCRO LA",-92.04903412,30.31741714,14,2,3,9
"CARL JUNCTION MO",-94.56625366,37.17694855,1,0,1,0
"CARLISLE IA",-93.48899078,41.50154495,6,3,0,3
"CARLISLE KY",-84.02700806,38.31232452,1,0,1,0
"CARLISLE MA",-71.34856415,42.52941132,1,0,0,1
"CARLISLE PA",-77.18848419,40.20173264,102,31,24,47
"CARLSBAD CA",-117.3528137,33.1580162,130,45,28,57
"CARLSBAD NM",-104.2350617,32.41680527,11,1,5,5
"CARLTON MN",-92.42503357,46.66386795,1,0,0,1
"CARLYLE IL",-89.37243652,38.61019897,2,1,0,1
"CARMEL IN",-86.12607574,39.97961426,44,8,13,23
"CARMEL NY",-73.67949677,41.43042755,7,1,3,3
"CARNEGIE PA",-80.0830307,40.40876007,1,0,0,1
"CARNEYS POINT NJ",-75.46931458,39.71123123,4,0,3,1
"CARO MI",-83.39698792,43.49111176,6,0,3,3
"CAROL STREAM IL",-88.13473511,41.91279221,10,3,5,2
"CAROLINA BEACH NC",-77.89279175,34.03543472,3,0,1,2
"CARPENTERSVILLE IL",-88.25814056,42.12114716,1,0,1,0
"CARPINTERIA CA",-119.5201263,34.39894485,23,6,8,9
"CARRBORO NC",-79.07286835,35.91213989,156,50,40,66
"CARRIER MILLS IL",-88.63308716,37.68437576,3,0,2,1
"CARRIZO SPRINGS TX",-99.86119843,28.52256584,14,3,1,10
"CARROLL IA",-94.86740875,42.06593704,7,2,2,3
"CARROLL OH",-82.70081329,39.79898071,1,1,0,0
"CARROLLTON GA",-85.07631683,33.58019638,42,9,11,22
"CARROLLTON KY",-85.17919159,38.68099976,2,0,1,1
"CARROLLTON MO",-93.4960556,39.35842896,1,0,1,0
"CARROLLTON OH",-81.08522034,40.57297134,2,0,0,2
"CARROLLTON TX",-96.89080811,32.95380783,69,18,20,31
"CARROLLTOWN PA",-78.70822144,40.60308075,1,0,0,1
"CARSON CA",-118.2837448,33.8312645,183,58,55,70
"CARSON CITY NV",-119.7687988,39.16352844,85,21,24,40
"CARTERET NJ",-74.2276535,40.57754135,33,4,12,17
"CARTERSVILLE GA",-84.79982758,34.1654892,40,14,7,19
"CARTHAGE IL",-91.13681793,40.41659546,1,1,0,0
"CARTHAGE MO",-94.31087494,37.17650223,31,8,9,14
"CARTHAGE MS",-89.53627777,32.73288345,1,0,0,1
"CARTHAGE NY",-75.60883331,43.97806549,2,1,0,1
"CARTHAGE SD",-97.71016693,44.17021179,1,0,1,0
"CARTHAGE TN",-85.95146179,36.2523613,1,0,1,0
"CARTHAGE TX",-94.33757019,32.15785217,9,3,1,5
"CARUTHERSVILLE MO",-89.65577698,36.19351578,2,0,2,0
"CARY IL",-88.23856354,42.21179962,7,3,1,3
"CARY NC",-78.78055573,35.79200745,280,85,72,123
"CARYVILLE TN",-84.22605133,36.2987175,1,0,0,1
"CASA GRANDE AZ",-111.7590179,32.87965393,101,23,30,48
"CASCADE LOCKS OR",-121.8928452,45.66971588,23,5,8,10
"CASHION OK",-97.67902374,35.79806137,1,1,0,0
"CASHMERE WA",-120.4727402,47.52220535,3,2,0,1
"CASNOVIA MI",-85.79045105,43.23496628,3,2,1,0
"CASPER WY",-106.3147507,42.86667633,25,4,7,14
"CASSOPOLIS MI",-86.00973511,41.91165924,1,0,0,1
"CASSVILLE MO",-93.86898804,36.67718124,3,1,1,1
"CASTALIA OH",-82.80828857,41.40028,2,1,1,0
"CASTILE NY",-78.05419922,42.6289978,6,2,1,3
"CASTLE HILLS TX",-98.51991272,29.52467346,2,1,0,1
"CASTLE ROCK CO",-104.857811,39.37207031,50,14,14,22
"CASTLE SHANNON PA",-80.021698,40.3650856,8,3,5,0
"CASTLEWOOD SD",-97.03081512,44.72495651,1,0,1,0
"CASTROVILLE TX",-98.87910461,29.35617065,2,0,1,1
"CATHEDRAL CITY CA",-116.4663467,33.77960205,28,9,10,9
"CATLETTSBURG KY",-82.59997559,38.40486908,2,0,0,2
"CATOOSA OK",-95.74643707,36.18903351,3,2,1,0
"CATSKILL NY",-73.86399841,42.21760178,5,1,3,1
"CAVE CREEK AZ",-111.9523544,33.83345795,17,4,5,8
"CAYCE SC",-81.05870819,33.97318649,3,3,0,0
"CAZENOVIA NY",-75.85186005,42.93000031,8,2,1,5
"CEDAR CITY UT",-113.0635757,37.67730713,16,5,2,9
"CEDAR FALLS IA",-92.44594574,42.52773285,31,7,8,16
"CEDAR GROVE NJ",-74.22842407,40.8519516,1,0,1,0
"CEDAR GROVE WI",-87.82375336,43.56973648,1,0,0,1
"CEDAR HILL TX",-99.08098985,33.36628723,56,17,13,26
"CEDAR PARK TX",-97.82061005,30.50554466,22,5,6,11
"CEDAR RAPIDS IA",-91.66259766,41.98337555,449,101,142,206
"CEDAR SPRINGS MI",-85.55171967,43.22346115,1,0,1,0
"CEDARBURG WI",-87.9877243,43.29684067,11,4,3,4
"CEDARTOWN GA",-85.25636292,34.03249741,3,1,0,2
"CEDARVILLE OH",-83.80859375,39.74424362,2,0,0,2
"CELINA TX",-96.78490448,33.32471085,1,0,1,0
"CENTER LINE MI",-83.02747345,42.48490524,11,4,2,5
"CENTER POINT AL",-86.68362427,33.64584732,8,1,3,4
"CENTERVILLE IA",-92.87467957,40.73418045,10,3,4,3
"CENTERVILLE IN",-84.99629211,39.81794739,1,0,0,1
"CENTERVILLE OH",-84.15953064,39.6285553,8,2,3,3
"CENTRAL CITY CO",-105.5155487,39.80203629,1,0,1,0
"CENTRAL POINT OR",-122.918747,42.37548828,3,1,0,2
"CENTRAL SC",-82.78075409,34.72467041,12,5,6,1
"CENTRALIA IL",-89.13375092,38.52496719,8,3,1,4
